Date,Inverted Position,Trend, Inverted Position
2023-09-26,5.0,Barto,
2023-09-26,4.0,Kasta,
2023-09-26,3.0,Niemczech,
2023-09-26,2.0,Bochenek,
2023-09-26,1.0,Janusz,
2023-09-26,50.0,Gargamel,
2023-09-26,49.0,#stuu,
2023-09-26,48.0,Grzegorz Krychowiak,
2023-09-26,47.0,Ziobro,
2023-09-26,46.0,Morawieckich,
2023-09-26,45.0,#PlanTuska,
2023-09-26,44.0,Euro 2016,
2023-09-26,43.0,#KopertaKaczynskiego,
2023-09-26,42.0,SS Galizien,
2023-09-26,41.0,Kanadzie,
2023-09-26,40.0,Sevilli,
2023-09-26,39.0,#pistokorupcja,
2023-09-26,38.0,#GdzieJestSawicz,
2023-09-26,37.0,Wolność,
2023-09-26,36.0,Bartek,
2023-09-26,35.0,Zarobił,
2023-09-26,34.0,Ipsos,
2023-09-26,33.0,Słowacją,
2023-09-26,32.0,Kanady,
2023-09-26,31.0,Krycha,
2023-09-26,30.0,Latarnik Wyborczy,
2023-09-26,29.0,Watykanie,
2023-09-26,28.0,Kasta,
2023-09-26,27.0,Pani Dominiko,
2023-09-26,26.0,Cenzura,
2023-09-26,25.0,W Brukseli,
2023-09-26,24.0,Lakarnum,
2023-09-26,23.0,Bartka,
2023-09-26,22.0,Sąd Okręgowy,
2023-09-26,21.0,Stefan Niesiołowski,
2023-09-26,20.0,KOD-u,
2023-09-26,19.0,Wardęga,
2023-09-26,18.0,Apache,
2023-09-26,17.0,Waffen SS,
2023-09-26,16.0,Taylor,
2023-09-26,15.0,Cosic,
2023-09-26,14.0,Sądy,
2023-09-26,13.0,Naruciak,
2023-09-26,12.0,Gersdorf,
2023-09-26,11.0,Janusz,
2023-09-26,10.0,Holland,
2023-09-26,9.0,poseł pis,
2023-09-26,8.0,Laury,
2023-09-26,7.0,essi,
2023-09-26,6.0,Turystyki,
2023-09-26,5.0,Superpuchar Europy,
2023-09-26,4.0,Niemczech,
2023-09-26,3.0,Barto,
2023-09-26,2.0,Przewodowie,
2023-09-26,1.0,Ugandy,
2023-09-26,50.0,Gargamel,
2023-09-26,49.0,Grzegorz Krychowiak,
2023-09-26,48.0,#stuu,
2023-09-26,47.0,Ziobro,
2023-09-26,46.0,Morawieckich,
2023-09-26,45.0,#PlanTuska,
2023-09-26,44.0,Euro 2016,
2023-09-26,43.0,#KopertaKaczynskiego,
2023-09-26,42.0,SS Galizien,
2023-09-26,41.0,#TSTheErasTourFilm,
2023-09-26,40.0,Kanadzie,
2023-09-26,39.0,#PiStoKorupcja,
2023-09-26,38.0,Sevilli,
2023-09-26,37.0,słowacją,
2023-09-26,36.0,Bartek,
2023-09-26,35.0,Zarobił,
2023-09-26,34.0,Wolność,
2023-09-26,33.0,Ipsos,
2023-09-26,32.0,Latarnik Wyborczy,
2023-09-26,31.0,Kanady,
2023-09-26,30.0,Kasta,
2023-09-26,29.0,Krycha,
2023-09-26,28.0,pani dominiko,
2023-09-26,27.0,W Brukseli,
2023-09-26,26.0,Cenzura,
2023-09-26,25.0,rosołek,
2023-09-26,24.0,Stefan Niesiołowski,
2023-09-26,23.0,Taylor,
2023-09-26,22.0,Waffen SS,
2023-09-26,21.0,Sąd Okręgowy,
2023-09-26,20.0,KOD-u,
2023-09-26,19.0,PGE Narodowym,
2023-09-26,18.0,Apache,
2023-09-26,17.0,Wardęga,
2023-09-26,16.0,Sądy,
2023-09-26,15.0,Superpuchar Europy,
2023-09-26,14.0,Lakarnum,
2023-09-26,13.0,Bartka,
2023-09-26,12.0,Cosic,
2023-09-26,11.0,Naruciak,
2023-09-26,10.0,Barto,
2023-09-26,9.0,Niemczech,
2023-09-26,8.0,Poseł PiS,
2023-09-26,7.0,Gersdorf,
2023-09-26,6.0,essi,
2023-09-26,5.0,Laury,
2023-09-26,4.0,Turystyki,
2023-09-26,3.0,Hogwarts Legacy,
2023-09-26,2.0,sroczyński,
2023-09-26,1.0,ugandzie,
2023-09-26,50.0,Gargamel,
2023-09-26,49.0,Grzegorz Krychowiak,
2023-09-26,48.0,#stuu,
2023-09-26,47.0,Morawieckich,
2023-09-26,46.0,#PlanTuska,
2023-09-26,45.0,#KopertaKaczynskiego,
2023-09-26,44.0,Euro 2016,
2023-09-26,43.0,SS Galizien,
2023-09-26,42.0,#TSTheErasTourFilm,
2023-09-26,41.0,Kanadzie,
2023-09-26,40.0,#PiStoKorupcja,
2023-09-26,39.0,Sevilli,
2023-09-26,38.0,Słowacją,
2023-09-26,37.0,Zbigniew Ziobro,
2023-09-26,36.0,Bartek,
2023-09-26,35.0,Kanady,
2023-09-26,34.0,Latarnik Wyborczy,
2023-09-26,33.0,Zarobił,
2023-09-26,32.0,Krycha,
2023-09-26,31.0,Wolność,
2023-09-26,30.0,Pani Dominiko,
2023-09-26,29.0,Kasta,
2023-09-26,28.0,LAKARNUM,
2023-09-26,27.0,Superpuchar Europy,
2023-09-26,26.0,Apache,
2023-09-26,25.0,Cenzura,
2023-09-26,24.0,Sąd Okręgowy,
2023-09-26,23.0,Waffen SS,
2023-09-26,22.0,W Brukseli,
2023-09-26,21.0,Stefan Niesiołowski,
2023-09-26,20.0,rosołek,
2023-09-26,19.0,KOD-u,
2023-09-26,18.0,PGE Narodowym,
2023-09-26,17.0,Wardęga,
2023-09-26,16.0,Cosic,
2023-09-26,15.0,Bartka,
2023-09-26,14.0,Laury,
2023-09-26,13.0,Gersdorf,
2023-09-26,12.0,barto,
2023-09-26,11.0,Niemczech,
2023-09-26,10.0,Naruciak,
2023-09-26,9.0,essi,
2023-09-26,8.0,Turystyki,
2023-09-26,7.0,Hogwarts Legacy,
2023-09-26,6.0,Sroczyński,
2023-09-26,5.0,ugandzie,
2023-09-26,4.0,Pani Ewa,
2023-09-26,3.0,Poseł PiS,
2023-09-26,2.0,Scholza,
2023-09-26,1.0,Ugandy,
2023-09-26,50.0,Grzegorz Krychowiak,
2023-09-26,49.0,Gargamel,
2023-09-26,48.0,Euro 2016,
2023-09-26,47.0,Sevilli,
2023-09-26,46.0,#PlanTuska,
2023-09-26,45.0,#stuu,
2023-09-26,44.0,Morawieckich,
2023-09-26,43.0,#KopertaKaczynskiego,
2023-09-26,42.0,#TSTheErasTourFilm,
2023-09-26,41.0,Kanadzie,
2023-09-26,40.0,SS Galizien,
2023-09-26,39.0,Krycha,
2023-09-26,38.0,KOD-u,
2023-09-26,37.0,#PiStoKorupcja,
2023-09-26,36.0,Zbigniewowi Ziobrze,
2023-09-26,35.0,Sąd Okręgowy,
2023-09-26,34.0,Słowacją,
2023-09-26,33.0,Pani Dominiko,
2023-09-26,32.0,Kanady,
2023-09-26,31.0,Latarnik Wyborczy,
2023-09-26,30.0,Bartek,
2023-09-26,29.0,Stefan Niesiołowski,
2023-09-26,28.0,Zarobił,
2023-09-26,27.0,Cenzura,
2023-09-26,26.0,Waffen SS,
2023-09-26,25.0,Wolność,
2023-09-26,24.0,Apache,
2023-09-26,23.0,szwajcarią,
2023-09-26,22.0,Agnieszce Holland,
2023-09-26,21.0,rosołek,
2023-09-26,20.0,W Brukseli,
2023-09-26,19.0,Bartka,
2023-09-26,18.0,Grosicki,
2023-09-26,17.0,Pani Ewa,
2023-09-26,16.0,wardęga,
2023-09-26,15.0,Barto,
2023-09-26,14.0,Ugandzie,
2023-09-26,13.0,kraśniku,
2023-09-26,12.0,Laury,
2023-09-26,11.0,Lewandowskiego,
2023-09-26,10.0,Niemczech,
2023-09-26,9.0,Cosic,
2023-09-26,8.0,Naruciak,
2023-09-26,7.0,essi,
2023-09-26,6.0,Przewodowie,
2023-09-26,5.0,Glik,
2023-09-26,4.0,Rocka,
2023-09-26,3.0,Hogwarts Legacy,
2023-09-26,2.0,Azerowie,
2023-09-26,1.0,Ugandy,
2023-09-26,50.0,Grzegorz Krychowiak,
2023-09-26,49.0,Euro 2016,
2023-09-26,48.0,Gargamel,
2023-09-26,47.0,Sevilli,
2023-09-26,46.0,#PlanTuska,
2023-09-26,45.0,Krycha,
2023-09-26,44.0,Morawieckich,
2023-09-26,43.0,#stuu,
2023-09-26,42.0,#KopertaKaczynskiego,
2023-09-26,41.0,Kanadzie,
2023-09-26,40.0,SS Galizien,
2023-09-26,39.0,#PiStoKorupcja,
2023-09-26,38.0,KOD-u,
2023-09-26,37.0,#famefridayarena2,
2023-09-26,36.0,Sąd Okręgowy,
2023-09-26,35.0,Zarobił,
2023-09-26,34.0,Latarnik Wyborczy,
2023-09-26,33.0,Słowacją,
2023-09-26,32.0,Kanady,
2023-09-26,31.0,Bartek,
2023-09-26,30.0,Pani Dominiko,
2023-09-26,29.0,Stefan Niesiołowski,
2023-09-26,28.0,Bartka,
2023-09-26,27.0,Przewodowie,
2023-09-26,26.0,Waffen SS,
2023-09-26,25.0,Apache,
2023-09-26,24.0,Szwajcarią,
2023-09-26,23.0,rosołek,
2023-09-26,22.0,W Brukseli,
2023-09-26,21.0,Grosicki,
2023-09-26,20.0,Pani Ewa,
2023-09-26,19.0,Wardęga,
2023-09-26,18.0,Barto,
2023-09-26,17.0,Ugandzie,
2023-09-26,16.0,Chandler,
2023-09-26,15.0,Kraśniku,
2023-09-26,14.0,Lewandowskiego,
2023-09-26,13.0,Niemczech,
2023-09-26,12.0,Rocka,
2023-09-26,11.0,Agnieszce Holland,
2023-09-26,10.0,ESSI,
2023-09-26,9.0,Cosic,
2023-09-26,8.0,Laury,
2023-09-26,7.0,Ziobrze,
2023-09-26,6.0,Kuba,
2023-09-26,5.0,Trudeau,
2023-09-26,4.0,Probierza,
2023-09-26,3.0,Majątek,
2023-09-26,2.0,zbigniew ziobro,
2023-09-26,1.0,Sancho,
2023-09-26,50.0,Grzegorz Krychowiak,
2023-09-26,49.0,Euro 2016,
2023-09-26,48.0,Gargamel,
2023-09-26,47.0,Sevilli,
2023-09-26,46.0,#PlanTuska,
2023-09-26,45.0,Krycha,
2023-09-26,44.0,Morawiecki,
2023-09-26,43.0,Morawiecki,
2023-09-26,42.0,#KopertaKaczynskiego,
2023-09-26,41.0,#stuu,
2023-09-26,40.0,Kanadzie,
2023-09-26,39.0,SS Galizien,
2023-09-26,38.0,#PiStoKorupcja,
2023-09-26,37.0,Stefan Niesiołowski,
2023-09-26,36.0,#famefridayarena2,
2023-09-26,35.0,Herr Donald,
2023-09-26,34.0,Zarobił,
2023-09-26,33.0,Latarnik Wyborczy,
2023-09-26,32.0,Słowacją,
2023-09-26,31.0,Pani Dominiko,
2023-09-26,30.0,Kanady,
2023-09-26,29.0,Bartek,
2023-09-26,28.0,Waffen SS,
2023-09-26,27.0,Apache,
2023-09-26,26.0,Kuba,
2023-09-26,25.0,Przewodowie,
2023-09-26,24.0,rosołek,
2023-09-26,23.0,W Brukseli,
2023-09-26,22.0,Buda,
2023-09-26,21.0,włoszki,
2023-09-26,20.0,Pani Ewa,
2023-09-26,19.0,Ugandzie,
2023-09-26,18.0,Cosic,
2023-09-26,17.0,Chandler,
2023-09-26,16.0,Kraśniku,
2023-09-26,15.0,Onet,
2023-09-26,14.0,Szwecją,
2023-09-26,13.0,Wardęga,
2023-09-26,12.0,Mati,
2023-09-26,11.0,Barto,
2023-09-26,10.0,Trzymaj,
2023-09-26,9.0,ESSI,
2023-09-26,8.0,Rocka,
2023-09-26,7.0,Niemczech,
2023-09-26,6.0,Szwajcarią,
2023-09-26,5.0,Ugandy,
2023-09-26,4.0,Trudeau,
2023-09-26,3.0,Sancho,
2023-09-26,2.0,Scholza,
2023-09-26,1.0,Francja,
2023-09-26,50.0,Gargamel,
2023-09-26,49.0,#PlanTuska,
2023-09-26,48.0,Morawiecki,
2023-09-26,47.0,#KopertaKaczynskiego,
2023-09-26,46.0,Kanadzie,
2023-09-26,45.0,#stuu,
2023-09-26,44.0,SS Galizien,
2023-09-26,43.0,#PiStoKorupcja,
2023-09-26,42.0,Stefan Niesiołowski,
2023-09-26,41.0,#famefridayarena2,
2023-09-26,40.0,Zarobił,
2023-09-26,39.0,Latarnik Wyborczy,
2023-09-26,38.0,Kanady,
2023-09-26,37.0,Pani Dominiko,
2023-09-26,36.0,Słowacją,
2023-09-26,35.0,Waffen SS,
2023-09-26,34.0,Apache,
2023-09-26,33.0,Przewodowie,
2023-09-26,32.0,rosołek,
2023-09-26,31.0,Buda,
2023-09-26,30.0,W Brukseli,
2023-09-26,29.0,włoszki,
2023-09-26,28.0,Onet,
2023-09-26,27.0,Pani Ewa,
2023-09-26,26.0,Ugandzie,
2023-09-26,25.0,Cosic,
2023-09-26,24.0,Kraśniku,
2023-09-26,23.0,Wardęga,
2023-09-26,22.0,ESSI,
2023-09-26,21.0,Sitek,
2023-09-26,20.0,Niemczech,
2023-09-26,19.0,Trudeau,
2023-09-26,18.0,Eliza,
2023-09-26,17.0,Ugandy,
2023-09-26,16.0,Scholza,
2023-09-26,15.0,Mateusza,
2023-09-26,14.0,OBWE,
2023-09-26,13.0,Pucharu Polski,
2023-09-26,12.0,Smerfów,
2023-09-26,11.0,Bambik,
2023-09-26,10.0,Fogiel,
2023-09-26,9.0,Mati,
2023-09-26,8.0,Francja,
2023-09-26,7.0,igrzyska olimpijskie,
2023-09-26,6.0,ss-mana,
2023-09-26,5.0,Oscara,
2023-09-26,4.0,Bochenek,
2023-09-26,3.0,pozamiatała,
2023-09-26,2.0,żądam,
2023-09-26,1.0,IBCS,
2023-09-26,50.0,Gargamel,
2023-09-26,49.0,Morawieckich,
2023-09-26,48.0,#PlanTuska,
2023-09-26,47.0,#KopertaKaczynskiego,
2023-09-26,46.0,Kanadzie,
2023-09-26,45.0,SS Galizien,
2023-09-26,44.0,#stuu,
2023-09-26,43.0,#GdzieJestSawicz,
2023-09-26,42.0,#PiStoKorupcja,
2023-09-26,41.0,Kanady,
2023-09-26,40.0,Latarnik Wyborczy,
2023-09-26,39.0,Pani Dominiko,
2023-09-26,38.0,Słowacją,
2023-09-26,37.0,Waffen SS,
2023-09-26,36.0,Apache,
2023-09-26,35.0,Onet,
2023-09-26,34.0,Brukseli,
2023-09-26,33.0,Pani Ewa,
2023-09-26,32.0,Przewodowie,
2023-09-26,31.0,rosołek,
2023-09-26,30.0,włoszki,
2023-09-26,29.0,Ugandy,
2023-09-26,28.0,Cosic,
2023-09-26,27.0,Ugandzie,
2023-09-26,26.0,Miłego,
2023-09-26,25.0,Kraśniku,
2023-09-26,24.0,Trudeau,
2023-09-26,23.0,Wardęga,
2023-09-26,22.0,Radku,
2023-09-26,21.0,OBWE,
2023-09-26,20.0,ESSI,
2023-09-26,19.0,Halinko,
2023-09-26,18.0,Eliza,
2023-09-26,17.0,Niemczech,
2023-09-26,16.0,Mateusza,
2023-09-26,15.0,Sitek,
2023-09-26,14.0,Francja,
2023-09-26,13.0,Scholza,
2023-09-26,12.0,Smerfów,
2023-09-26,11.0,Brejza,
2023-09-26,10.0,igrzyska olimpijskie,
2023-09-26,9.0,IBCS,
2023-09-26,8.0,ss-mana,
2023-09-26,7.0,strzałek,
2023-09-26,6.0,Oscara,
2023-09-26,5.0,Andersa,
2023-09-26,4.0,pozamiatała,
2023-09-26,3.0,żądam,
2023-09-26,2.0,Jakubiak,
2023-09-26,1.0,włoszkami,
2023-09-26,50.0,#PlanTuska,
2023-09-26,49.0,Gargamel,
2023-09-26,48.0,Morawieckich,
2023-09-26,47.0,#KopertaKaczynskiego,
2023-09-26,46.0,Kanadzie,
2023-09-26,45.0,SS Galizien,
2023-09-26,44.0,Stuu,
2023-09-26,43.0,#GdzieJestSawicz,
2023-09-26,42.0,#PiStoKorupcja,
2023-09-26,41.0,#famefridayarena2,
2023-09-26,40.0,Kanady,
2023-09-26,39.0,Latarnik Wyborczy,
2023-09-26,38.0,Pani Dominiko,
2023-09-26,37.0,Słowacją,
2023-09-26,36.0,Waffen SS,
2023-09-26,35.0,Apache,
2023-09-26,34.0,Miłego,
2023-09-26,33.0,W Brukseli,
2023-09-26,32.0,rosołek,
2023-09-26,31.0,Pani Ewa,
2023-09-26,30.0,Kraśniku,
2023-09-26,29.0,włoszki,
2023-09-26,28.0,Ugandzie,
2023-09-26,27.0,Ugandy,
2023-09-26,26.0,Cosic,
2023-09-26,25.0,Polsat,
2023-09-26,24.0,Onet,
2023-09-26,23.0,Trudeau,
2023-09-26,22.0,zajączkowska,
2023-09-26,21.0,Radku,
2023-09-26,20.0,OBWE,
2023-09-26,19.0,Puchar Polski,
2023-09-26,18.0,Eliza,
2023-09-26,17.0,Halinko,
2023-09-26,16.0,Nami,
2023-09-26,15.0,Pięknego,
2023-09-26,14.0,ESSI,
2023-09-26,13.0,Scholza,
2023-09-26,12.0,Sitek,
2023-09-26,11.0,KSZO,
2023-09-26,10.0,Oscara,
2023-09-26,9.0,Obajtek,
2023-09-26,8.0,Przewodowie,
2023-09-26,7.0,Francja,
2023-09-26,6.0,Brejza,
2023-09-26,5.0,igrzyska olimpijskie,
2023-09-26,4.0,Hunka,
2023-09-26,3.0,Niemczech,
2023-09-26,2.0,Wardęga,
2023-09-26,1.0,SS-mana,
2023-09-26,50.0,#PlanTuska,
2023-09-26,49.0,#Jedziemy,
2023-09-26,48.0,Morawieckich,
2023-09-26,47.0,Gargamel,
2023-09-26,46.0,#KopertaKaczynskiego,
2023-09-26,45.0,SS Galizien,
2023-09-26,44.0,#GdzieJestSawicz,
2023-09-26,43.0,Kanadzie,
2023-09-26,42.0,Stuu,
2023-09-26,41.0,#PiStoKorupcja,
2023-09-26,40.0,Latarnik Wyborczy,
2023-09-26,39.0,Kanady,
2023-09-26,38.0,Pani Dominiko,
2023-09-26,37.0,Miłego,
2023-09-26,36.0,Słowacją,
2023-09-26,35.0,Waffen SS,
2023-09-26,34.0,Apache,
2023-09-26,33.0,Baku,
2023-09-26,32.0,Pani Ewa,
2023-09-26,31.0,W Brukseli,
2023-09-26,30.0,rosołek,
2023-09-26,29.0,Kraśniku,
2023-09-26,28.0,włoszki,
2023-09-26,27.0,Ugandzie,
2023-09-26,26.0,Ugandy,
2023-09-26,25.0,OBWE,
2023-09-26,24.0,Cześć,
2023-09-26,23.0,Trudeau,
2023-09-26,22.0,Cosic,
2023-09-26,21.0,Przewodowie,
2023-09-26,20.0,zajączkowska,
2023-09-26,19.0,Frasyniuk,
2023-09-26,18.0,Radku,
2023-09-26,17.0,Onet,
2023-09-26,16.0,Pięknego,
2023-09-26,15.0,Bochenek,
2023-09-26,14.0,Nami,
2023-09-26,13.0,Halinko,
2023-09-26,12.0,Scholza,
2023-09-26,11.0,Pucharu Polski,
2023-09-26,10.0,Eliza,
2023-09-26,9.0,kszo,
2023-09-26,8.0,Oscara,
2023-09-26,7.0,Brejza,
2023-09-26,6.0,igrzyska olimpijskie,
2023-09-26,5.0,Budka,
2023-09-26,4.0,Iwona,
2023-09-26,3.0,Hunka,
2023-09-26,2.0,Niemczech,
2023-09-26,1.0,Sitek,
2023-09-26,50.0,#PlanTuska,
2023-09-26,49.0,#Jedziemy,
2023-09-26,48.0,Morawieckich,
2023-09-26,47.0,Gargamel,
2023-09-26,46.0,#GdzieJestSawicz,
2023-09-26,45.0,#KopertaKaczynskiego,
2023-09-26,44.0,SS Galizien,
2023-09-26,43.0,Kanadzie,
2023-09-26,42.0,Stuu,
2023-09-26,41.0,Miłego,
2023-09-26,40.0,#famefridayarena2,
2023-09-26,39.0,Pani Dominiko,
2023-09-26,38.0,Latarnik Wyborczy,
2023-09-26,37.0,Kanady,
2023-09-26,36.0,Waffen SS,
2023-09-26,35.0,Słowacją,
2023-09-26,34.0,Apache,
2023-09-26,33.0,Baku,
2023-09-26,32.0,Bożego,
2023-09-26,31.0,Pani Ewa,
2023-09-26,30.0,Cześć,
2023-09-26,29.0,Dzień Dobry,
2023-09-26,28.0,W Brukseli,
2023-09-26,27.0,Trudeau,
2023-09-26,26.0,Obajtek,
2023-09-26,25.0,rosołek,
2023-09-26,24.0,Kraśniku,
2023-09-26,23.0,Ugandzie,
2023-09-26,22.0,włoszki,
2023-09-26,21.0,Ugandy,
2023-09-26,20.0,OBWE,
2023-09-26,19.0,Cosic,
2023-09-26,18.0,Dobrego,
2023-09-26,17.0,Zajączkowska,
2023-09-26,16.0,Frasyniuk,
2023-09-26,15.0,Zbyszku,
2023-09-26,14.0,Carlo,
2023-09-26,13.0,Bochenek,
2023-09-26,12.0,Nami,
2023-09-26,11.0,Oscara,
2023-09-26,10.0,Eliza,
2023-09-26,9.0,Scholza,
2023-09-26,8.0,kszo,
2023-09-26,7.0,Budka,
2023-09-26,6.0,Brejza,
2023-09-26,5.0,Francja,
2023-09-26,4.0,Andersa,
2023-09-26,3.0,igrzyska olimpijskie,
2023-09-26,2.0,Niemczech,
2023-09-26,1.0,Hunka,
2023-09-26,50.0,#PlanTuska,
2023-09-26,49.0,Morawieckich,
2023-09-26,48.0,Gargamel,
2023-09-26,47.0,#KopertaKaczynskiego,
2023-09-26,46.0,SS Galizien,
2023-09-26,45.0,Kanadzie,
2023-09-26,44.0,Stuu,
2023-09-26,43.0,#Jedziemy,
2023-09-26,42.0,Miłego,
2023-09-26,41.0,#famefridayarena2,
2023-09-26,40.0,#PiStoKorupcja,
2023-09-26,39.0,Pani Dominiko,
2023-09-26,38.0,Kanady,
2023-09-26,37.0,Latarnik Wyborczy,
2023-09-26,36.0,Waffen SS,
2023-09-26,35.0,Cześć,
2023-09-26,34.0,kraśniku,
2023-09-26,33.0,Bożego,
2023-09-26,32.0,Apache,
2023-09-26,31.0,Słowacją,
2023-09-26,30.0,Baku,
2023-09-26,29.0,Dobrego,
2023-09-26,28.0,Pani Ewa,
2023-09-26,27.0,W Brukseli,
2023-09-26,26.0,Trudeau,
2023-09-26,25.0,rosołek,
2023-09-26,24.0,OBWE,
2023-09-26,23.0,Ugandy,
2023-09-26,22.0,Obajtek,
2023-09-26,21.0,włoszki,
2023-09-26,20.0,Cosic,
2023-09-26,19.0,Ugandzie,
2023-09-26,18.0,Zajączkowska,
2023-09-26,17.0,Oscara,
2023-09-26,16.0,Carlo,
2023-09-26,15.0,Niemcy,
2023-09-26,14.0,Nami,
2023-09-26,13.0,Francja,
2023-09-26,12.0,kszo,
2023-09-26,11.0,Żądać,
2023-09-26,10.0,Dzień Dobry,
2023-09-26,9.0,Andersa,
2023-09-26,8.0,Frasyniuk,
2023-09-26,7.0,igrzyska olimpijskie,
2023-09-26,6.0,Budka,
2023-09-26,5.0,Hunka,
2023-09-26,4.0,SS-mana,
2023-09-26,3.0,strzałek,
2023-09-26,2.0,Kowalski,
2023-09-26,1.0,Nieoficjalnie,
2023-09-26,50.0,Gargamel,
2023-09-26,49.0,SS Galizien,
2023-09-26,48.0,Kanadzie,
2023-09-26,47.0,#KopertaKaczynskiego,
2023-09-26,46.0,Stuu,
2023-09-26,45.0,#famefridayarena2,
2023-09-26,44.0,#PiStoKorupcja,
2023-09-26,43.0,Kanady,
2023-09-26,42.0,Pani Dominiko,
2023-09-26,41.0,latarnik wyborczy,
2023-09-26,40.0,Waffen SS,
2023-09-26,39.0,#wrolub,
2023-09-26,38.0,#polita,
2023-09-26,37.0,kraśniku,
2023-09-26,36.0,Apache,
2023-09-26,35.0,Baku,
2023-09-26,34.0,Pani Ewa,
2023-09-26,33.0,W Brukseli,
2023-09-26,32.0,Słowacją,
2023-09-26,31.0,Trudeau,
2023-09-26,30.0,rosołek,
2023-09-26,29.0,OBWE,
2023-09-26,28.0,Ugandy,
2023-09-26,27.0,włoszki,
2023-09-26,26.0,Bożego,
2023-09-26,25.0,Cosic,
2023-09-26,24.0,Ugandzie,
2023-09-26,23.0,Miłego,
2023-09-26,22.0,Cześć,
2023-09-26,21.0,Zajączkowska,
2023-09-26,20.0,paryża,
2023-09-26,19.0,Oscara,
2023-09-26,18.0,Carlo,
2023-09-26,17.0,Budka,
2023-09-26,16.0,Nami,
2023-09-26,15.0,kszo,
2023-09-26,14.0,Żądać,
2023-09-26,13.0,Andersa,
2023-09-26,12.0,igrzyska olimpijskie,
2023-09-26,11.0,kampali,
2023-09-26,10.0,Francja,
2023-09-26,9.0,zapach,
2023-09-26,8.0,Hunka,
2023-09-26,7.0,strzałek,
2023-09-26,6.0,Konfederacji,
2023-09-26,5.0,The $ICE Airdrop,
2023-09-26,4.0,zakarpaciu,
2023-09-26,3.0,IBCS,
2023-09-26,2.0,pozamiatała,
2023-09-26,1.0,Narew,
2023-09-26,50.0,Gargamel,
2023-09-26,49.0,SS Galizien,
2023-09-26,48.0,Kanadzie,
2023-09-26,47.0,Stuu,
2023-09-26,46.0,#KopertaKaczynskiego,
2023-09-26,45.0,#famefridayarena2,
2023-09-26,44.0,pani dominiko,
2023-09-26,43.0,latarnik wyborczy,
2023-09-26,42.0,Kanady,
2023-09-26,41.0,#PiStoKorupcja,
2023-09-26,40.0,#jazdababy,
2023-09-26,39.0,Waffen SS,
2023-09-26,38.0,#wrolub,
2023-09-26,37.0,Apache,
2023-09-26,36.0,kraśniku,
2023-09-26,35.0,obwe,
2023-09-26,34.0,pani ewa,
2023-09-26,33.0,Baku,
2023-09-26,32.0,Trudeau,
2023-09-26,31.0,W Brukseli,
2023-09-26,30.0,Cosic,
2023-09-26,29.0,rosołek,
2023-09-26,28.0,Słowacją,
2023-09-26,27.0,Ugandy,
2023-09-26,26.0,włoszki,
2023-09-26,25.0,Ugandzie,
2023-09-26,24.0,Zajączkowska,
2023-09-26,23.0,paryża,
2023-09-26,22.0,Oscara,
2023-09-26,21.0,Carlo,
2023-09-26,20.0,Budka,
2023-09-26,19.0,Nami,
2023-09-26,18.0,żukowska,
2023-09-26,17.0,Kuby,
2023-09-26,16.0,kszo,
2023-09-26,15.0,Andersa,
2023-09-26,14.0,igrzyska olimpijskie,
2023-09-26,13.0,Bartek,
2023-09-26,12.0,kampali,
2023-09-26,11.0,zapach,
2023-09-26,10.0,Hunka,
2023-09-26,9.0,Eliza,
2023-09-26,8.0,strzałek,
2023-09-26,7.0,Konfederacji,
2023-09-26,6.0,zakarpaciu,
2023-09-26,5.0,pozamiatała,
2023-09-26,4.0,Żądam,
2023-09-26,3.0,Nieoficjalnie,
2023-09-26,2.0,SS-mana,
2023-09-26,1.0,włoszkami,
2023-09-26,50.0,#kopertakaczynskiego,
2023-09-26,49.0,Gargamel,
2023-09-26,48.0,Kanadzie,
2023-09-26,47.0,SS Galizien,
2023-09-26,46.0,Stuu,
2023-09-26,45.0,#famefridayarena2,
2023-09-26,44.0,pani dominiko,
2023-09-26,43.0,#PiStoKorupcja,
2023-09-26,42.0,Latarnik Wyborczy,
2023-09-26,41.0,Kanady,
2023-09-26,40.0,#jazdababy,
2023-09-26,39.0,Waffen SS,
2023-09-26,38.0,#wrolub,
2023-09-26,37.0,Apache,
2023-09-26,36.0,kraśniku,
2023-09-26,35.0,obwe,
2023-09-26,34.0,Pani Ewa,
2023-09-26,33.0,Baku,
2023-09-26,32.0,Trudeau,
2023-09-26,31.0,Cosic,
2023-09-26,30.0,rosołek,
2023-09-26,29.0,Słowacją,
2023-09-26,28.0,W Brukseli,
2023-09-26,27.0,włoszki,
2023-09-26,26.0,Ugandy,
2023-09-26,25.0,Ugandzie,
2023-09-26,24.0,Zajączkowska,
2023-09-26,23.0,paryża,
2023-09-26,22.0,Oscara,
2023-09-26,21.0,Carlo,
2023-09-26,20.0,Budka,
2023-09-26,19.0,Nami,
2023-09-26,18.0,żukowska,
2023-09-26,17.0,Kuby,
2023-09-26,16.0,kszo,
2023-09-26,15.0,Andersa,
2023-09-26,14.0,igrzyska olimpijskie,
2023-09-26,13.0,Bartek,
2023-09-26,12.0,kampali,
2023-09-26,11.0,ibcs,
2023-09-26,10.0,zapach,
2023-09-26,9.0,Hunka,
2023-09-26,8.0,Eliza,
2023-09-26,7.0,strzałek,
2023-09-26,6.0,dąbrowie górniczej,
2023-09-26,5.0,Konfederacji,
